id,label,prob
data/images/0/3975.png,0,0.0023415602574532583
data/images/0/17843.png,0,0.0026197152173224117
data/images/0/16585.png,0,0.019896815805607277
data/images/0/8820.png,0,0.00650625775389812
data/images/0/14392.png,0,0.0006713642916555161
data/images/0/9280.png,0,0.00022424020499468443
data/images/0/348.png,0,6.867271647280751e-05
data/images/0/15932.png,0,0.0039695221699845564
data/images/0/12085.png,0,0.0019131403840574642
data/images/0/1804.png,0,0.0051357722598990765
data/images/0/10692.png,0,0.015417626303026982
data/images/0/11598.png,0,0.00044694146334783874
data/images/0/10686.png,0,0.020941000493676837
data/images/0/9294.png,0,0.004106833072730631
data/images/0/15926.png,0,0.0010427939088874629
data/images/0/12091.png,0,0.0018532085153128385
data/images/0/1810.png,0,0.003968505192301228
data/images/0/15098.png,0,0.00046475930887860555
data/images/0/6819.png,0,0.0007678273822425899
data/images/0/8834.png,0,0.0014789882871602735
data/images/0/14386.png,0,0.001890393513262537
data/images/0/3961.png,0,0.040459603207510415
data/images/0/17857.png,0,0.00018744068009066999
data/images/0/16591.png,0,0.00649457538355724
data/images/0/6831.png,0,0.00022473745734407247
data/images/0/1186.png,0,0.00047820506102865066
data/images/0/412.png,0,0.04234057951741536
data/images/0/12907.png,0,0.00978392385201571
data/images/0/3949.png,0,0.0005195236227813058
data/images/0/3791.png,0,0.006701040808403929
data/images/0/10876.png,0,0.0009087345351814696
data/images/0/4798.png,0,0.0006275869844957722
data/images/0/5486.png,0,0.014475648634763189
data/images/0/374.png,0,0.10452729168511776
data/images/0/1838.png,0,0.018216934811243073
data/images/0/7291.png,0,0.02826502668201521
data/images/0/360.png,0,0.05054135270772047
data/images/0/7285.png,0,0.009626520371740407
data/images/0/10862.png,0,0.004625921451088247
data/images/0/4954.png,0,6.867271647280751e-05
data/images/0/5492.png,0,0.003973572868548378
data/images/0/3785.png,0,0.002682875509964237
data/images/0/6825.png,0,0.0025798641895523663
data/images/0/8808.png,0,0.0006462011138839231
data/images/0/406.png,0,0.0029039862511629796
data/images/0/1192.png,0,0.03166806326393702
data/images/0/12913.png,0,0.004594529489440881
data/images/0/1179.png,0,0.0002045794893907692
data/images/0/6616.png,0,0.002285646256363436
data/images/0/14351.png,0,0.001248229437703379
data/images/0/9525.png,0,0.0010431170350591204
data/images/0/7508.png,0,0.0012103980325128619
data/images/0/12720.png,0,0.001218607304111082
data/images/0/17880.png,0,0.0009676758506797245
data/images/0/11229.png,0,0.04378857757230967
data/images/0/16546.png,0,0.01952444863670683
data/images/0/4001.png,0,0.00298501800232825
data/images/0/2470.png,0,0.00011816860048243528
